x1_init1,x2_init1,u1,comp_time_1,u_bound_1,k1_1,k2_1
0.083748463289901,-0.35171394244372195,-2.365758154888228,0.041281700134277344,15.048813503927324,-94.7004554730902,-15.823255186215068
0.0485770690455288,-0.22135656103407575,-1.0976966355308542,0.0440061092376709,15.048813503927324,-94.70072156191168,-15.823280042303955
0.026441412942121226,-0.10852438131968581,-0.7868094987939112,0.0470426082611084,15.048813503927324,-94.70078043196338,-15.823291703366676
0.015588974810152645,-0.0727743456870494,-0.3245863317889752,0.045266151428222656,15.048813503927324,-94.67487584217815,-15.820106824731633
0.008311540241447705,-0.03282237888049729,-0.2674893679907908,0.035661935806274414,15.048813503927324,-94.64045653508816,-15.815995448094458
0.005029302353397975,-0.024333651148924967,-0.09092952866058546,0.051972150802612305,15.048813503927324,-94.56188578435524,-15.807360091681774
0.0025959372385054784,-0.009589519020480573,-0.09391775219432816,0.07650279998779297,15.048813503927324,-94.56736898003277,-15.806131899285887
0.001636985336457421,-0.008350278999741684,-0.02281662566953596,0.03910517692565918,15.048813503927324,-94.56079812424616,-15.805222109063441
0.0008019574364832526,-0.002630696340166649,-0.03425468445358967,0.043204307556152344,15.048813503927324,-94.56006792042982,-15.805117669691429
0.0005388878024665877,-0.0029589133005141727,-0.004191248124272205,0.04459095001220703,15.048813503927324,-94.55974528781368,-15.80507452095722
0.0002429964724151704,-0.0006257425574316399,-0.013087770140647256,0.0450434684753418,15.048813503927324,-94.5597010925245,-15.805067978854177
0.00018042221667200642,-0.0010925817658121032,0.00020765947953387334,0.04185986518859863,15.048813503927324,-94.55966607244943,-15.805063364987221
7.116404009079609e-05,-9.291537554189448e-05,-0.005260714338479435,0.03823423385620117,15.048813503927324,-94.5596637166253,-15.80506296894359
6.187250253660664e-05,-0.00042330975599252105,0.0008397943445993148,0.03738737106323242,15.048813503927324,-94.55965958049742,-15.8050624327508
1.954152693735453e-05,2.3760839320713967e-05,-0.002223381685909788,0.04069209098815918,15.048813503927324,-94.5596596848223,-15.805062435836202
2.1917610869425926e-05,-0.00017260405474902894,0.0006554960370985735,0.04117107391357422,15.048813503927324,-94.55965919186728,-15.805062373407557
4.657205394523031e-06,3.4327132644754845e-05,-0.0009829262280152558,0.03956127166748047,15.048813503927324,-94.55965925924573,-15.805062380930819
8.089918658998515e-06,-7.392358088032515e-05,0.000403386855355242,0.04038810729980469,15.048813503927324,-94.55965920286668,-15.80506237408226
6.975605709659994e-07,2.435418742842503e-05,-0.000450880541281358,0.038379669189453125,15.048813503927324,-94.55965921469131,-15.805062375431516
3.1329793138085024e-06,-3.3048879856000374e-05,0.0002260861513221536,0.04316115379333496,15.048813503927324,-94.55965921113514,-15.805062375104534
-1.7190867179153514e-07,1.4488092123453452e-05,-0.00021272957428746184,0.03842425346374512,15.048813503927324,-94.55965921154763,-15.805062375113968
1.27690054055381e-06,-1.5293008284077902e-05,0.00012096366987401866,0.04172396659851074,15.048813503927324,-94.5596592142762,-15.805062375527628
-2.524002878539803e-07,7.990539990677478e-06,-0.00010242409776319502,0.036356210708618164,15.048813503927324,-94.55965921602089,-15.805062375763843
5.466537112137675e-07,-7.261722494895701e-06,6.308058835010677e-05,0.04483461380004883,15.048813503927324,-94.55965922508184,-15.805062377043559
-1.7951853827580266e-07,4.238270053663833e-06,-5.001091075370351e-05,0.04796862602233887,15.048813503927324,-94.5596591980852,-15.80506237324229
2.4430846709058064e-07,-3.512031670950083e-06,3.2406154233858054e-05,0.05326437950134277,15.048813503927324,-94.55965921798384,-15.805062376044933
-1.0689470000442768e-07,2.199161171109621e-06,-2.4649953079966037e-05,0.05231046676635742,15.048813503927324,-94.55965921910442,-15.805062376203875
1.130214171065344e-07,-1.720035190282365e-06,1.649799678279635e-05,0.05156064033508301,15.048813503927324,-94.55965919722411,-15.805062373122006
-5.898210192170212e-08,1.1263888277778364e-06,-1.2225318225162273e-05,0.04645538330078125,15.048813503927324,-94.55965921929702,-15.805062376229088
5.3656780856081534e-08,-8.494936615424873e-07,8.352533394686703e-06,0.04638338088989258,15.048813503927324,-94.55965919429732,-15.805062372710069
-3.1292585298167196e-08,5.723950120075948e-07,-6.087722666840191e-06,0.041513681411743164,15.048813503927324,-94.55965922138273,-15.80506237652346
2.594691590259229e-08,-4.2186427267956355e-07,4.214059618313054e-06,0.0319516658782959,15.048813503927324,-94.55965921479034,-15.80506237559852
-1.6239511365364067e-08,2.89460064693281e-07,-3.0393317174829875e-06,0.04845929145812988,15.048813503927324,-94.55965922641934,-15.805062377233593
1.2706495103964034e-08,-2.1024939969658302e-07,2.121483029716728e-06,0.04038524627685547,15.048813503927324,-94.55965921038322,-15.805062374977023
-8.318444865694269e-09,1.459357744690482e-07,-1.5199347066226683e-06,0.041631221771240234,15.048813503927324,-94.55965921523375,-15.805062375659126
6.27513258121055e-09,-1.0502528396429919e-07,1.0665567657389391e-06,0.04272150993347168,15.048813503927324,-94.5596592236513,-15.805062376843404
-4.22739581521937e-09,7.34354890672246e-08,-7.609113776916037e-07,0.07098674774169922,15.048813503927324,-94.55965922378742,-15.805062376861457
3.1161530915030903e-09,-5.2540176517606755e-08,5.357383926809533e-07,0.03623151779174805,15.048813503927324,-94.55965921221456,-15.805062375233904
