sample_id,traj_id,k,x1,x2,u_bound,gamma,u,k1,k2,q11,q12,q22,y1,y2,x1_next,x2_next,solve_time
10,0,10,-1.1592077813971335,0.16178493062150615,1.850146586178358,50.50542543247685,1.8501452796152609,-1.6204704224217878,-0.1750264593321237,1.3773020168314114,-0.49576365212890156,2.858680346796565,-2.145105424319493,0.30302563532455895,-1.1430292883349829,0.16178492656787166,0.08556771278381348
11,0,11,-1.1430292883349829,0.16178492656787166,1.850146586178358,48.45482508798935,1.8501452300601042,-1.6437534249597294,-0.17747683964711158,1.3395641167794794,-0.48871560023910493,2.8187285027580185,-2.1151774046927465,0.30306891523155083,-1.1268507956781957,0.1617849222625174,0.15057110786437988
12,0,12,-1.1268507956781957,0.1617849222625174,1.850146586178358,46.46055497024172,1.850145176521426,-1.6677149200075463,-0.17999642764128282,1.302349390554052,-0.4816643640321802,2.77874511565085,-2.0852496448418245,0.30311465218959677,-1.110672303451944,0.16178491761848798,0.09025692939758301
13,0,13,-1.110672303451944,0.16178491761848798,1.850146586178358,44.521829873581815,1.8501451168658436,-1.6923849467704883,-0.1825879119386741,1.265657730347927,-0.47460814502370235,2.7387062499367105,-2.0553223804155687,0.30316502466343836,-1.094493811690095,0.1617849124591907,0.07314825057983398
14,0,14,-1.094493811690095,0.1617849124591907,1.850146586178358,42.63786452914432,1.850145063517553,-1.7177959954492659,-0.1852584569976857,1.2294896193263452,-0.46755387179275343,2.6986984745228115,-2.0253940356736186,0.3032054533302871,-1.078315320444176,0.16178490774475052,0.07893490791320801
15,0,15,-1.078315320444176,0.16178490774475052,1.850146586178358,40.80787377536367,1.850145005586046,-1.7439813958018744,-0.18800796996913013,1.1938421057085735,-0.460472439850522,2.658436136391223,-1.9954659332376579,0.30324818708331663,-1.062136829669701,0.1617849027140969,0.06496381759643555
16,0,16,-1.062136829669701,0.1617849027140969,1.850146586178358,39.03107231112328,1.8501449359665478,-1.770976481615112,-0.19083616034488254,1.1587239039429946,-0.4534441254055348,2.618658755722762,-1.9655392467449557,0.3033040996240958,-1.0459583393982912,0.16178489673197702,0.06475138664245605
17,0,17,-1.0459583393982912,0.16178489673197702,1.850146586178358,37.30667502740493,1.8501448663544693,-1.7988204428687422,-0.19375341936985213,1.1241262230458868,-0.44638770017687845,2.5786158238461865,-1.9356120871058542,0.3033556874119249,-1.0297798497250934,0.16178489065529444,0.07987213134765625
18,0,18,-1.0297798497250934,0.16178489065529444,1.850146586178358,35.63389667566049,1.850144794024471,-1.8275535627552884,-0.1967615088485212,1.090051621256403,-0.4393278892244279,2.538545784459201,-1.9056849056512835,0.3034071503386186,-1.013601360659564,0.16178488435525532,0.06183600425720215
19,0,19,-1.013601360659564,0.16178488435525532,1.850146586178358,34.011952044642285,1.8501447134171263,-1.8572188765809206,-0.19986333739880854,1.0565005228932252,-0.43226717622089034,2.4984584129005616,-1.875758353747445,0.3034645226493321,-0.9974228722240385,0.16178487738145336,0.05805158615112305
20,0,20,-0.9974228722240385,0.16178487738145336,1.850146586178358,32.44005593923245,1.8501446291310233,-1.8878627691352983,-0.20306518728121212,1.0234724424914636,-0.42520202533957085,2.458329793335339,-1.8458317905076713,0.30352187311687545,-0.9812443844858931,0.1617848700507569,0.09845519065856934
21,0,21,-0.9812443844858931,0.1617848700507569,1.850146586178358,30.917423165956695,1.850144528476458,-1.9195337926790406,-0.20636803929987177,0.990966493196905,-0.41812234633943085,2.4180492766935426,-1.8159065823025735,0.30359188511106755,-0.9650658974808174,0.16178486139617293,0.05182504653930664
22,0,22,-0.9650658974808174,0.16178486139617293,1.850146586178358,29.443268471342616,1.8501444404269995,-1.9522858700042196,-0.2097852330239344,0.9589851302006944,-0.4110560721348776,2.3779232836707576,-1.7859796253562539,0.30364577123044767,-0.9488874113412001,0.16178485360122216,0.05286860466003418
23,0,23,-0.9488874113412001,0.16178485360122216,1.850146586178358,28.01680666278356,1.8501443522239793,-1.9861752861397683,-0.21332264883164648,0.927528747578828,-0.4040000449514267,2.3378600515932346,-1.756052315908097,0.30369640607832077,-0.9327089259810779,0.1617848458801494,0.05095362663269043
24,0,24,-0.9327089259810779,0.1617848458801494,1.850146586178358,26.637252590887346,1.8501442586881844,-2.021261915456848,-0.21698430043339342,0.8965953014718453,-0.39693607960420485,2.2976979982128594,-1.7261250388929001,0.3037473878253014,-0.916530441393063,0.16178483774677507,0.04982399940490723
25,0,25,-0.916530441393063,0.16178483774677507,1.850146586178358,25.30382100586184,1.8501441488716777,-2.0576083550332176,-0.2207657125253898,0.8661835851082531,-0.38985948897221917,2.2574534119626413,-1.6961989738436312,0.30380983081341384,-0.9003519576183855,0.16178482829087856,0.05496859550476074
26,0,26,-0.9003519576183855,0.16178482829087856,1.850146586178358,24.015726688089607,1.8501440285406547,-2.095284834821485,-0.22467974681550762,0.8362963226622767,-0.3827910111958297,2.2172770700150117,-1.6662736148125128,0.3038789499538,-0.8841734747892976,0.16178481787523738,0.05474066734313965
27,0,27,-0.8841734747892976,0.16178481787523738,1.850146586178358,22.7721845315378,1.850143904285477,-2.13436662929612,-0.22873873642539352,0.8069318535309832,-0.3757146069249352,2.177014442148203,-1.6363479358480217,0.3039451864828776,-0.8679949930017739,0.16178480705479079,0.06689953804016113
28,0,28,-0.8679949930017739,0.16178480705479079,1.850146586178358,21.572409314110836,1.8501437689609432,-2.1749332135786554,-0.2329475259430508,0.7780907815625603,-0.36863578030458527,2.1367156700321366,-1.6064226910037478,0.3040155733201925,-0.8518165122962947,0.16178479532270534,0.06241416931152344
29,0,29,-0.8518165122962947,0.16178479532270534,1.850146586178358,20.41561585378848,1.850143630193141,-2.2170710024266094,-0.23731561751869443,0.7497726290003136,-0.36155239999047584,2.096382228897485,-1.576497123100654,0.3040830986706071,-0.8356380327640242,0.16178478322847076,0.08971190452575684
30,0,30,-0.8356380327640242,0.16178478322847076,1.850146586178358,19.30101894648419,1.8501434673065567,-2.260871961627725,-0.24184679336696882,0.7219782996572621,-0.35447003456343557,2.056039812131064,-1.5465730533949178,0.3041647267829591,-0.8194595544411771,0.16178476919987309,0.08087587356567383
31,0,31,-0.8194595544411771,0.16178476919987309,1.850146586178358,18.227833442461204,1.850143314762557,-2.3064387819457344,-0.24656203444753486,0.6947067935217219,-0.3473821176476789,2.015652606787798,-1.5166474490017625,0.3042321808279657,-0.8032810775211898,0.16178475579180054,0.049294233322143555
32,0,32,-0.8032810775211898,0.16178475579180054,1.850146586178358,17.195274159627477,1.8501431380161824,-2.353878060866792,-0.25146106548343256,0.6679586145710359,-0.3402913434851015,1.9752273294058271,-1.4867231045981866,0.30431155890808187,-0.7871026019420098,0.16178474054105363,0.052745819091796875
33,0,33,-0.7871026019420098,0.16178474054105363,1.850146586178358,16.202555936992116,1.8501429555338185,-2.403308933830015,-0.2565616473806498,0.6417335729328977,-0.333196920663492,1.9347656650000957,-1.4567984781007035,0.30438846984727813,-0.7709241278879044,0.16178472465461688,0.052585601806640625
