x0,mpc_final_norm,icnn_final_norm,mpc_closed_loop_cost,icnn_closed_loop_cost,mpc_mean_solve_time_ms,icnn_mean_solve_time_ms
"[0.7,0.7]",2.9773549327775563e-07,0.013681510354618336,10.33103032924367,10.361588279474663,12.593888333310588,5.033273333325875
"[0.7,-0.5]",8.401977883584482e-08,0.013686042894487264,6.265509836567897,6.297412463661073,13.88416499997523,4.898948333334374
"[-0.7,0.7]",6.786943270667889e-08,0.013689098183312329,5.7522853672263885,5.770319881306225,12.463471666675712,5.970160000026681
"[-0.7,-0.5]",2.416163194566225e-07,0.013685250024830568,9.52977183810226,9.546257898155908,13.822080833305488,5.337694999995316
"[0.3,0.9]",8.218827686426263e-09,0.013689239698561975,1.7082559129588455,1.742680211453269,12.65720666665781,4.4040549999939085
"[-0.3,-0.9]",8.218827686426418e-09,0.013687491667260602,1.7082559129588444,1.7285344254575539,13.537902500028546,4.272504166677512
