controller,final_norm,closed_loop_stage_cost,mean_solve_time_ms,max_solve_time_ms
MPC_N100,2.9773549327775563e-07,10.33103032924367,11.21194749997206,349.9730999997155
one_step_ICNN,0.013681510354618336,10.361588279474663,4.086515833319027,7.728099999894766
